benchmark,seed,project_id,base_model_id,model_id,solution
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_8,10086,64db42bbe02cafd33679f4ca,64db43122aadf6f0a8788d85,64db4362bb79fe9e292fe287,0.0646235261389467*x2 + 0.998777756381818*x3*sqrt(x2) - 0.147411565805555 - 1.00116141151257*x4 - 0.0329504202937057*x2*log(x5)
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_23,10086,64db42bc64fe4f2ecf08bf44,64db4311f8a4afebbb788cfc,64db4394037f2e0261df1463,0.834438387255121*x2*cos(x3) - 0.674921462258304 - 0.951564506303457*x1*x5
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_22,10086,64db42ba56c2ec212708b987,64db4315f8a4afebbb788d0b,64db436f99bdb02113788eef,1.00072061258641*x3 + 0.389742467814971*sqrt(x1) + 0.185912533481677*x5*sqrt(x1)/x4 - 0.572074280080468 - 0.988822456251353*x2 - 0.995689945141165*x2*sin(x3) - 0.503932424407752*cos(0.258510622650353*x5*sqrt(x1)/x4)
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_1,10086,64db42bd5a61acd22be7fa15,64db43132aadf6f0a8788d91,64db4362707338d426788b30,x2 + x4 - 4.75 - x1 - x3 - x5
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_15,10086,64db42ba56c2ec212708b98b,64db43158279da3dc2df11ba,64db43cc309a4fcef92fe2dd,0.471695682512402 + 0.999825864222474*x3 + 0.635918428337747*x5 + 0.639564832045701*sqrt(x1) + 0.504229374980443*x5*sqrt(x2) - 1.00074306187882*x4
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_19,10086,64db42bab8149c97bfe7f9e0,64db43151c2da4cc052fe3e8,64db43ce8279da3dc2df12f9,1.93005474660168e-5 + 1.48617752749448*x1 + 4.49900044773663*x1*x2 + -0.997994763926684*x1/x2 - 0.999982290243882*x4 - 0.99999554139219*x3 - 1.00003998827567*x5
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_10,10086,64db42bb56c2ec212708b99c,64db4316bb79fe9e292fe246,64db43d2e309c1dbee788f83,2.17704240509891*x2 + 1.45436752017114*x5 + 1.45867238747672*x3*sin(1.00331790313106 + x3) - 0.147222232884889 - 1.28529106215522*x1*x3*sin(1.00331790313106 + x3) - 7.75322093777814*x1*x5*sin(1.00331790313106 + x3)
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_17,10086,64db42bb64fe4f2ecf08bf41,64db4316f8a4afebbb788d1e,64db4406037f2e0261df1509,0.820545776385554 + 0.999245847367441*x1 + 1.00367066924952*sin(x3) - 1.05372021096816*sin(x2) - 0.776983508961581*sin(x2)*cos(x5)
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_7,10086,64db42bcb8149c97bfe7f9ee,64db43178279da3dc2df11cc,64db443a8279da3dc2df13bc,0.00127370117260928 + 0.999997382052931*x1*x5 + 0.997861792625521*cos(x1)*sqrt(x1)*sqrt(x2) - 0.0754016294569448*x1
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_14,10086,64db42bbe02cafd33679f4cc,64db4317f8a4afebbb788d2d,64db443f851733807f788bc0,0.77601247989157 + 0.0761184996534945*x2 + -1.0010998312298*x1/(x2*x5) - 0.061534391439762*x1 - 0.0654968056853208*x4
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_5,10086,64db42bcb8149c97bfe7f9e8,64db43177171c9f941788dd0,64db4444bb79fe9e292fe2f1,0.284042474181168 + 1.00047992313985*x5 + 1.16215130753648*sqrt(x2) + 0.997970509569621*sqrt(x3) - 1.05165384080263*cos(sqrt(x4))
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_4,10086,64db42bd64fe4f2ecf08bf51,64db4317037f2e0261df1382,64db448c1c2da4cc052fe5ca,x2 + x3*x4 + x5^2 + sin(x1)
